STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,AGG_METHOD,AGG_METHOD_LABEL,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,COMMENT_TS,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,10.5100002288818,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COM,Comoros,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,5.74592638015747,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,22.7900009155273,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,14.2597093582153,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,25.9699993133545,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,18.8299999237061,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,28.9799995422363,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECU,Ecuador,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,10.4300003051758,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,29.137752532959,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FJI,Fiji,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,6.78124570846558,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FIN,Finland,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,22.5100002288818,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,16.3899993896484,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GEO,Georgia,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,30.8600006103516,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,24.1800003051758,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRC,Greece,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,22.1900005340576,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,6.8899998664856,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GIN,Guinea,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,4.42999982833862,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,6.26999998092651,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,19.8999996185303,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISL,Iceland,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,31.3127212524414,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IDN,Indonesia,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,7.96999979019165,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRN,"Iran, Islamic Rep.",WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,16.8700008392334,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRL,Ireland,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,30.8738174438477,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISR,Israel,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,32.7900009155273,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ITA,Italy,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,13.9848527908325,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRK,"Korea, Dem. People's Rep.",WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,30.086555480957,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KOR,"Korea, Rep.",WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,30.086555480957,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KGZ,Kyrgyz Republic,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,0.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LVA,Latvia,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,26.6299991607666,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LBR,Liberia,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,5.47951793670654,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LTU,Lithuania,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,31.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LUX,Luxembourg,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,32.6653518676758,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MAC,"Macao SAR, China",WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,33.0235557556152,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MDV,Maldives,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,1.41427206993103,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MLT,Malta,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,13.460000038147,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MUS,Mauritius,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,7.66235017776489,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MEX,Mexico,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,13.960000038147,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FSM,"Micronesia, Fed. Sts.",WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,7.09629917144775,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MDA,Moldova,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,20.0900001525879,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MNG,Mongolia,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,26.716423034668,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MNE,Montenegro,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,16.2787475585938,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NAM,Namibia,WB_WDI_SE_TER_CUAT_BA_ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,5.68375635147095,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
